summary,intent
국내에 상장되지않은 미국주식들에 대하여 개인이 미국 증시에서 직접 주식매입하려면 어떤 절차를 거쳐야 할까요? ,거래
배당락일에 주가가 떨어지는 현상은 잉여금의 감소로 인해 회사의 자본이 줄어든 가격을 반영하여 결정되는건가요?,재료
배당락일에 주가가 떨어지는 현상은 많은 주주들이 일시적으로 매도를 많이 해서 발생하는 건가요?,재료
장기투자 가정시 지수 etf는 레버리지와 레버리지 아닌거 어느게 수익률이 더 높을까요?,종목비교
CJ우 어떻게 될까요?,종목전망
투자를 위한 목돈 모으려는데 정기 적금으로 하는게 나은가요 정기 예금으로 하는게 나은가요..?,거래
"부동산은 극소수의 리츠 몇개 밖에 없네요. 우리나라, 하다못해 미국이라도 관련 지수나 상품은 없는건가요?  ",종목소개
미국주식 담주에 매도하면 올해 매도한걸로 처리가 될까요? ,거래
equity 와 book-value 의 차이???,금융용어
상장폐지 대상 여부를 미리 좀 알고 대처할 수 있는 법?,투자
" 1년 남짓 남은 예,적금을 해지하고 주식가치투자와 채권ETF를 구입하는게 좋을까요, 만기까지 기다리고 하는게 좋을까요?",투자
"미국 상장 ETF 네이밍 중, Core Yield enhanced ESG 이런 단어들이 붙는 경우가 종종 있는데 이것이 무엇을 의미하는 것인가요? ",금융용어
키움증권에서 배당주는 기업들 리스트 좀 알수있을까요? ,종목정보
대주주 양도소득세 신고시 필요경비에 거래세와 증권사 수수료 포함시키는게 맞겠죠?,거래
채권 이자는 얼마마다 들어오는건가요? 배당처럼 년마다 주는 채권이 있고 분기마다 주는 채권이 있는건가요?,종목정보
연말 기준으로 대주주가 된다면 그 다음년도는 연말 기준 보유분을 다 팔고 다시 신규 매수 하더라도 해당 주식을 매매 할때는 무조건 양도세가 부과 되는지,거래
단기부채와 장기부채의 차이를 물어보고 싶습니다.,종목비교
"현재 해외주식이 손실구간, 비상장주식이 이익 중인데 두 주식의 양도 차익 합계가 250만원 이하이면 양도세를 내지 않아도 되는지요? ",거래
"화웨이는 아직 외부 투자가 불가능 한 것으로 알고 있는데, 혹시 다른 어떤 방법으로 투자하고 계신분 있으신가요? ",거래
신탁사가 많아지면 건설업체는 안좋은건가요,재료
애플의 장기적 관점 어떻게 보시나요?,종목전망
"SOC예산, 주택도시기금 예산안 늘었는데 내년 건설경기 어떨까요?",종목전망
코덱스 레버리지 지금이라도 처분해야 할까요?,매매결정
미래에셋 IRP 투자할만한 채권혼합형 ETF 추천 부탁드립니다.,종목추천
 티씨케이 앞으로도 더 성장할 수 있는 기업인가요?,종목전망
"에코마케팅 중국 진출도 어느정도 안착된 것 같고, 꾸준한 성장이 기대되긴 한데.. 정말 그렇게 될까요? ",종목전망
신용대출 풀로 땡겨서 금리 3프로 중반대로 대출받고 5.5-7프로 되는 향후 성장가능성 높은 배당주들 투자하는건 어떻게 생각하시는지,투자
미국 주식세금은 몇%인가요,거래
안전자산을 CMA에 그냥 넣어 두는 것이 옳은 선택이 아닌것 같아서요. 좋은 방법이 있을지요? ,투자
회사의 유동부채가 유동자산보다 많으면 이 회사는 그냥 지나쳐야 하나요?,투자
기가레인 어찌 보시나요?,종목전망
미국 달러 현물로 국내에서 미국 주식 매입하는 방법이 있나요?,거래
미국 etf 매수단가가 비용반영하면 왜 이렇게 차이나나용,거래
에스오일우 배당보고 들어간것도 있는데 계속 흘러내리니 이쯤 버려야 하나 고민되네요,매매결정
왜 한두개도 아니고 전체 자산시장이 약세를 보이는 건가요?,종목분석
"매수할 때 예상한 기업의 성장성과는 달리, 예상치 못한 호재로 주가가 갑자기 오르는 경우도 있는데 오바해서 오른 가격에 일부 매도를 해야할지",매매결정
은행주는 부채가 상당히 많은것같은데 이유 아시는 분 있으신가요?,재료
한기평 배당을 받았습니다.  그런데 세전금액인데 원래 세전으로 배당금이 들어오나요?,거래
미중 무역합의 타결될때 한국 주식중에 어느게 가장 큰폭으로 상승할까요?,종목소개
지배구조개선 펀드 개인도 매수 할 수 있는거죠?,거래
지배구조개선 펀드 일명 장하성 펀드 추천부탁드립니다..,종목추천
공매도 추이를 보고 주가 예측이 가능한가요?,투자
소득세구간이 최고세율인 경우 투자를 어떻게 하는 것이 좋을까요?,투자
"오늘 롯데지주가 자기주식 1165만7천주 소각하기로 주총에서 오늘 의결을 했습니다. 이렇게 되면,  롯데지주 주가 자동으로 올라가게 되는지요? ",재료
주식대여거래서비스 이거 신청하면 신청한 시점부터 주식매매하면 안되나요?,거래
Arirang 미국 s&p500에 적금 붓듯이 꾸준하게 월 일정 금액을 넣어보는 식으로 투자하는 것이 괜찮은 일인지,투자
"폭락중인 애플, 향후 전망을 어떻게 보시나요?",종목전망
미국을 주식회사라고본다면 수익은 얼마이고 자산은 얼마이고 부채는 얼마인가요?,종목정보
미국은 채무가 엄청난데 미국채권을 사는이유가뭔가요?,투자
미국채10년물 매입하려면 해외주식사이트에서  이름을 뭘로 검색해야하나요?,거래
"현 상황에 비춰봤을 때, 대한유화 미래는 어떨지 추가매수로 대응해도 될지?",종목전망
한샘 영업이익이 급감한 이유?,종목정보
IRP계좌에서 미국에 상장된 ETF 매수가능한가요?,거래
우리나라를 제외하고는 수소 자동차를 집중적으로 개발안하는 이유가 뭔가요?,종목분석
가치투자 하려면 무조건 per가 낮고 재무상태가 좋은 종목만 고집해야 될까요?,투자
가치투자 정의란 무엇일까요?,금융용어
행동주의 펀드의 부정적 측면이 어떤 걸까요?,종목정보
분할 매수로 코스닥150레버리지 매수중입니다. ETF는 장기보유가 불리하다고 하던데 맞는 말인가요? ,투자
투자적격채권과 투자부적격채권 중 어는 것의 채권가격변동폭이 큰지 궁금합니다,종목소개
isc이 투자중입니다  3분기 실적발표 후 급락하고 있습니다. 이대로 부실회사로 가는거 같아 손절해야 되나 고민입니다,매매전략
현금 100% 보유중이라면 어디에 투자를?,종목추천
최근에 매수한 종목이 계속해서 줄줄 내려가는데 이런 경우에 실적이 발표나면 주가가 바닥 뚫고 지하로 더 떨어지는 경우가 많은지,재료
MP그룹 상장폐지가 자회사에 미칠 영향은?,재료
내일 삼바의 결과에 따라 셀트리온에 미치는 영향이??,재료
화학주 적당한 per 는 또 어떻게 구해야하는지 도움좀 부탁드립니다,투자
관심있게 대한유화 애경유화 보고있는데요  이게 유가하락과 어떤 상관이 있는걸까요?,재료
 나무 평생무료 계좌를 사용하고 있는대 이럴때 etf 매도 및 매수 세금 및 수수료가 어떻게 되나요,거래
미국의류업체 Theory는 비상장 회사인가요?,종목정보
국내 음성인식 IoT 서비스는 누가 주도 하게 될까요?,종목전망
전세계 부동산이 하락하면 주식은 어찌될까요?,재료
코넥스 IR 개인 투자자도 참여 가능한가요?,거래
미국 주식을 국내증권사를 이용하지 않고 거래할 수 있는 방법 있을까요?,거래
시황을 보고 매매하는 것을 모멘텀 투자라고 부르나요?,금융용어
"NH투자증권 우선주의 배당금 정보는 자사 어플에도 안나오고 공시에는 아무런 자료도 없던데, 현재 배당금이 얼마인지는 알 수 없나요?",종목정보
키움증권의 성장은 계속 될 수있을까요?,종목전망
신한알파리츠 배당금 관련해서  '사업계획상 예상배당률' 을 확인해보면 1기를 빼면 6개월에 한번씩 배당을 하는데  그렇게 되면 1년을 주기로 두번 배당을 하는건가요?,종목정보
현대건설기계는 왜 이리 주구장창 내릴까요?,등락원인
나스닥 인버스나 2X 상품 추천도 부탁드립니다.,종목추천
국내 상장돠어있는 etf중에 분기배당 혹은 반기배당 etf는 없나요?,종목소개
왜 주식은 신용매매가 금기시되는지 궁금하네요,투자
IRP 계좌에서 파생ETF 거래가 되나요?,거래
질적인 공매도 상환 기간 얼마나 되는 지 알 수 있을까요??,거래
아버지로부터 해외주식을 증여 받으려고하는데요 절차가 어떻게되는지 궁금합니다,거래
국내 etf중에 분기별로 분배금 나눠주는 etf뭐가있나요?,종목소개
포스코의 최근 주가 하락은 어떻게 보시나요?,등락원인
타이거 미국 S&P 500 선물 종목은 환헤지 비용에 더해서 롤오버 비용까지 들어가니 비용이 더 들어가는건가요?  ,거래
 ETF에서 원화-미달러화 헤지비용은 연 어느정도인지,거래
IVV의 배당의 경우 달러로 입금되는지요?,종목정보
 IVV의 경우 연배당인지 분기인지 궁금합니다.,종목정보
 IVV의 경우 약 1.8%정도의 배당이 지급된다고 하는데 배당 지급 시기?,종목정보
"구글, 넷플릭스 등 미국주식 어떻게 보시나요??",종목분석
"펀드중에 재간접형 이라고 되어있는데, 이건 다른 펀드나 ETF를 사는 펀드 같은데 재간접형이 그런 뜻인가요?",종목정보
안정적으로 배당 주는 기업 없을까요,종목소개
기업의 주가상승이 실질적 기업에 어떤 이득을 가져다 주는지 궁금합니다.,재료
"만약 보유 중인 비상장 주식이상장이 되어 상장주식으로 바뀌게 되면, 비상장 주식에 부과되는 양도소득세를내지 않아도 되는지",거래
초기 바이오주 투자시 어떤 요소들을 고려하는지,투자
저평가 실적주에 1년전부터 매집하고 있는데 갑자기 정치테마주에 엮여 급상승하게 되면 어떻게 하시는지요?,매매전략
손절가격 정해서 하락하면 무조건 매도하는게 맞다고 생각 하시나요?  ,투자
기준금리가 오르면 채권이 손실액이 왜 늘어나나요?,재료
18년12월31일에 주주여서 배당받으면 그 세금은 18년도 금융소득종합과세인가요?,거래
tiger 유로스탁스배당30 배당을 받기 위해서는 언제까지 주문을 해야하는 것인가요?,종목정보
kodex 고배당 또는 arirang고배당주 같은 배당주상품을 매수하면 배당금이 들어오나요?,종목정보
"미국주식투자 voo, bkb.b, sphd 이렇게 3개종목을 계속매수하는건 어떻게 보시나요?",투자
한화3우B와 같이 확정 배당을 주는 우선주가 또 있나요?,종목소개
미국 중국의 무역전쟁이 일어난 지금 중국에 투자를 하는것도 나쁘지 않을까요?,종목분석
연기금 매수가 소량으로 꾸준히 들어온다면 긍정적인 신호겠죠?,재료
저PBR 자산주 투자가 실제로 쓸만한 투자인가요?,투자
안정적 이면서 저수익주 뭐가있을까요?,종목소개
10000원 하는 30조 시총회사가 시총이 300조가 되고 만약 기업이 그사이 무상증자를 하는 경우에는 수익은 어떻게 되나요? ,재료
카이노스메드를 코넥스에서 거래하면 연말 소득공제 대상인가요? ,거래
공모주 주가는 상장 이후 쭈욱 빠지는데  PER 21배 상장 기대감으로 인하여 주가가 뻥튀기되서 일반적으로는 내려가는건가요?,재료
